Unnamed: 0,Match_id,Team1,Team2,Gender,Series/Competition,Toss_decision,Winner_runs,Winner_wickets,Players_1,Bat_Runs_1,Ball Faced_1,Over_1,Runs_1,Wicket_1,Players_2,Bat_Runs_2,Ball Faced_2,Over_2,Runs_2,Wicket_2,Players_3,Bat_Runs_3,Ball Faced_3,Over_3,Runs_3,Wicket_3,Players_4,Bat_Runs_4,Ball Faced_4,Over_4,Runs_4,Wicket_4,Players_5,Bat_Runs_5,Ball Faced_5,Over_5,Runs_5,Wicket_5,Players_6,Bat_Runs_6,Ball Faced_6,Over_6,Runs_6,Wicket_6,Players_7,Bat_Runs_7,Ball Faced_7,Over_7,Runs_7,Wicket_7,Players_8,Bat_Runs_8,Ball Faced_8,Over_8,Runs_8,Wicket_8,Players_9,Bat_Runs_9,Ball Faced_9,Over_9,Runs_9,Wicket_9,Players_10,Bat_Runs_10,Ball Faced_10,Over_10,Runs_10,Wicket_10,Players_11,Bat_Runs_11,Ball Faced_11,Over_11,Runs_11,Wicket_11,Players_12,Bat_Runs_12,Ball Faced_12,Over_12,Runs_12,Wicket_12,Players_13,Bat_Runs_13,Ball Faced_13,Over_13,Runs_13,Wicket_13,Players_14,Bat_Runs_14,Ball Faced_14,Over_14,Runs_14,Wicket_14,Players_15,Bat_Runs_15,Ball Faced_15,Over_15,Runs_15,Wicket_15,Players_16,Bat_Runs_16,Ball Faced_16,Over_16,Runs_16,Wicket_16,Players_17,Bat_Runs_17,Ball Faced_17,Over_17,Runs_17,Wicket_17,Players_18,Bat_Runs_18,Ball Faced_18,Over_18,Runs_18,Wicket_18,Players_19,Bat_Runs_19,Ball Faced_19,Over_19,Runs_19,Wicket_19,Players_20,Bat_Runs_20,Ball Faced_20,Over_20,Runs_20,Wicket_20,Players_21,Bat_Runs_21,Ball Faced_21,Over_21,Runs_21,Wicket_21,Players_22,Bat_Runs_22,Ball Faced_22,Over_22,Runs_22,Wicket_22
766,375457,Zimbabwe,Sri Lanka,male,Sri Lanka in Zimbabwe ODI Series,bat,,9.0,H Masakadza,6.0,25.0,-,-,-,V Sibanda,4.0,9.0,-,-,-,CJ Chibhabha,5.0,9.0,-,-,-,T Taibu,12,38,-,-,-,S Matsikenyeri,10,13,-,-,-,E Chigumbura,3,27,4,24,0,SC Williams,10,37,-,-,-,P Utseya,0,3,2,4,0,RW Price,3,14,-,-,-,T Mupariwa,1,9,6,13,1,CB Mpofu,1,1,5.4,20,0,WU Tharanga,26,57,-,-,-,ML Udawatte,7,23,-,-,-,KC Sangakkara,28,25,-,-,-,MF Maharoof,-,-,8,24,3,KMDN Kulasekara,-,-,7,4,1,BAW Mendis,-,-,6,15,4,T Thushara,-,-,7,11,2,M Muralitharan,-,-,3,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
767,375460,Zimbabwe,Sri Lanka,male,Sri Lanka in Zimbabwe ODI Series,field,5.0,,WU Tharanga,29.0,35.0,-,-,-,ML Udawatte,1.0,8.0,-,-,-,KC Sangakkara,57.0,56.0,-,-,-,DPMD Jayawardene,4,7,-,-,-,CK Kapugedera,28,32,-,-,-,J Mubarak,22,21,-,-,-,MF Maharoof,14,8,5,38,0,T Thushara,-,-,5,30,2,KMDN Kulasekara,-,-,6,35,1,BAW Mendis,-,-,6,36,2,M Muralitharan,-,-,6,18,2,H Masakadza,77,69,-,-,-,V Sibanda,25,36,-,-,-,T Taibu,31,38,-,-,-,E Chigumbura,3,4,5,29,3,S Matsikenyeri,19,10,-,-,-,CJ Chibhabha,0,2,-,-,-,SC Williams,2,3,-,-,-,T Mupariwa,0,1,6,36,4,EC Rainsford,-,-,5,19,0,P Utseya,-,-,6,43,0,RW Price,-,-,6,28,0
768,375462,Zimbabwe,Sri Lanka,male,Sri Lanka in Zimbabwe ODI Series,field,19.0,,WU Tharanga,6.0,22.0,-,-,-,DPMD Jayawardene,0.0,12.0,-,-,-,KC Sangakkara,28.0,57.0,-,-,-,CK Kapugedera,4,19,-,-,-,SHT Kandamby,40,98,1,3,0,J Mubarak,16,41,4,14,0,AD Mathews,31,30,2,13,0,KMDN Kulasekara,1,3,9,13,3,M Muralitharan,5,3,10,17,5,BAW Mendis,0,2,9,21,0,CRD Fernando,2,3,9,28,2,H Masakadza,7,6,-,-,-,V Sibanda,5,16,-,-,-,T Taibu,14,18,-,-,-,CJ Chibhabha,1,3,-,-,-,S Matsikenyeri,4,6,10,27,1,E Chigumbura,5,8,2,13,0,KM Dabengwa,39,91,4,15,1,P Utseya,31,98,10,14,0,RW Price,3,14,7,27,3,T Mupariwa,0,1,7,16,2,EC Rainsford,-,-,8.5,21,3
769,377313,West Indies,India,male,India in West Indies ODI Series,bat,20.0,,KD Karthik,67.0,74.0,-,-,-,G Gambhir,13.0,13.0,-,-,-,RG Sharma,4.0,12.0,-,-,-,Yuvraj Singh,131,101,4,34,1,MS Dhoni,41,41,-,-,-,RA Jadeja,0,1,7,34,0,YK Pathan,40,36,8,48,3,Harbhajan Singh,21,13,10,51,1,RP Singh,-,-,7,40,1,A Nehra,-,-,7.1,46,3,I Sharma,-,-,5,37,1,CH Gayle,37,32,3,28,0,RS Morton,42,48,-,-,-,RR Sarwan,45,42,-,-,-,S Chanderpaul,63,57,-,-,-,DJ Bravo,8,21,10,63,2,DM Bravo,19,16,-,-,-,JE Taylor,21,15,10,69,2,D Ramdin,29,25,-,-,-,DE Bernard,19,20,8,47,1,SJ Benn,7,6,10,50,0,LS Baker,0,2,9,60,1
770,377314,West Indies,India,male,India in West Indies ODI Series,bat,,8.0,KD Karthik,4.0,5.0,-,-,-,RG Sharma,0.0,2.0,8,26,2,G Gambhir,0.0,2.0,-,-,-,Yuvraj Singh,35,33,-,-,-,MS Dhoni,95,126,-,-,-,YK Pathan,0,9,2,15,0,RA Jadeja,7,12,2,12,0,Harbhajan Singh,7,14,8.1,43,0,P Kumar,1,5,7,36,0,RP Singh,23,75,3,15,0,A Nehra,0,3,4,35,0,CH Gayle,64,45,3,11,0,RS Morton,85,101,-,-,-,RR Sarwan,15,16,-,-,-,S Chanderpaul,18,41,-,-,-,JE Taylor,-,-,9.2,32,3,R Rampaul,-,-,10,35,4,DJ Bravo,-,-,9,24,3,SJ Benn,-,-,10,34,0,DE Bernard,-,-,7,36,0,-,-,-,-,-,-,-,-,-,-,-,-
771,377315,West Indies,India,male,India in West Indies ODI Series,field,,6.0,CH Gayle,27.0,14.0,2,11,1,RS Morton,22.0,33.0,-,-,-,RR Sarwan,62.0,57.0,-,-,-,S Chanderpaul,15,13,-,-,-,DJ Bravo,14,16,4,27,1,DM Bravo,21,15,-,-,-,D Ramdin,14,6,-,-,-,JE Taylor,1,2,3.5,38,0,R Rampaul,-,-,4,25,0,DE Bernard,-,-,3,19,1,SJ Benn,-,-,5,31,1,KD Karthik,47,40,-,-,-,G Gambhir,44,38,-,-,-,MS Dhoni,46,33,-,-,-,Yuvraj Singh,2,6,2,18,0,RG Sharma,11,9,1,7,0,YK Pathan,1,1,4,27,2,I Sharma,-,-,5,35,0,A Nehra,-,-,5,20,3,RP Singh,-,-,5,34,0,Harbhajan Singh,-,-,5,35,2,-,-,-,-,-,-
772,377316,West Indies,India,male,India in West Indies ODI Series,field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,378755,Bangladesh,Sri Lanka,male,Tri-Nation Tournament in Bangladesh,field,,5.0,WU Tharanga,0.0,3.0,-,-,-,KC Sangakkara,0.0,5.0,-,-,-,ST Jayasuriya,54.0,64.0,-,-,-,DPMD Jayawardene,28,42,-,-,-,CK Kapugedera,28,29,-,-,-,J Mubarak,10,14,-,-,-,AD Mathews,2,5,1,12,0,KMDN Kulasekara,5,5,6,44,2,T Thushara,0,4,4,12,2,M Muralitharan,6,8,6,39,0,BAW Mendis,0,1,6.5,36,1,Tamim Iqbal,9,13,-,-,-,Mushfiqur Rahim,1,8,-,-,-,Mohammad Ashraful,26,40,-,-,-,Shakib Al Hasan,92,68,6,24,0,Raqibul Hasan,3,6,-,-,-,Naeem Islam,12,6,6,22,1,Junaid Siddique,0,0,-,-,-,Mashrafe Mortaza,-,-,7,22,3,Mahbubul Alam,-,-,4,25,1,Rubel Hossain,-,-,5.3,27,4,Mahmudullah,-,-,2,13,1
774,378759,Bangladesh,Zimbabwe,male,Zimbabwe in Bangladesh ODI Series,field,,6.0,V Sibanda,0.0,5.0,-,-,-,S Matsikenyeri,10.0,27.0,1,4,0,H Masakadza,10.0,10.0,-,-,-,T Taibu,12,17,-,-,-,SC Williams,38,46,-,-,-,P Utseya,6,22,7,32,0,E Chigumbura,7,19,4.3,17,1,KM Dabengwa,21,42,2,8,0,RW Price,7,19,7,9,2,EC Rainsford,1,9,6,17,0,CB Mpofu,1,4,5,19,1,Tamim Iqbal,34,49,-,-,-,Mehrab Hossain jnr,2,24,-,-,-,Mohammad Ashraful,3,31,-,-,-,Raqibul Hasan,14,23,-,-,-,Shakib Al Hasan,33,36,8,14,3,Mushfiqur Rahim,20,31,-,-,-,Mashrafe Mortaza,-,-,8,25,3,Nazmul Hossain,-,-,7,27,0,Rubel Hossain,-,-,3,17,1,Naeem Islam,-,-,4,13,0,Mahmudullah,-,-,7,17,2
775,380715,England,West Indies,male,NatWest Series,field,,6.0,CH Gayle,31.0,27.0,-,-,-,LMP Simmons,0.0,4.0,-,-,-,RR Sarwan,0.0,2.0,-,-,-,S Chanderpaul,27,58,-,-,-,DJ Bravo,50,55,6,28,1,D Ramdin,8,21,-,-,-,KA Pollard,8,19,3,17,0,JE Taylor,1,5,7,26,1,DJG Sammy,13,19,5,15,2,SJ Benn,1,6,9,38,0,R Rampaul,7,9,6,21,0,AJ Strauss,4,14,-,-,-,RS Bopara,43,60,-,-,-,MJ Prior,11,23,-,-,-,OA Shah,38,60,-,-,-,PD Collingwood,47,49,6,15,3,EJG Morgan,2,7,-,-,-,JM Anderson,-,-,6,18,0,SCJ Broad,-,-,8.3,44,4,GP Swann,-,-,8,26,2,AD Mascarenhas,-,-,6,23,0,TT Bresnan,-,-,4,20,1
776,383275,Ireland,England,male,,bat,3.0,,RS Bopara,0.0,9.0,-,-,-,JL Denly,67.0,111.0,-,-,-,IJL Trott,0.0,5.0,-,-,-,MJ Prior,29,51,-,-,-,PD Collingwood,9,23,4,22,2,OA Shah,21,32,3,15,3,LJ Wright,36,26,-,-,-,AU Rashid,7,17,4,14,1,GP Swann,5,7,4,21,1,TT Bresnan,14,10,2,9,2,RJ Sidebottom,5,8,3,19,0,WTS Porterfield,4,7,-,-,-,NJ O'Brien,12,7,-,-,-,PR Stirling,30,24,-,-,-,AC Botha,15,13,10,38,2,KJ O'Brien,4,13,6,22,0,JF Mooney,9,21,-,-,-,DT Johnston,20,14,10,24,4,AR White,1,4,-,-,-,RM West,0,3,10,31,1,AR Cusack,0,2,8,40,2,WK McCallan,5,6,6,38,0
777,383283,England,Australia,female,Australia Women in England ODI Series,bat,,9.0,S Nitschke,0.0,1.0,6,34,0,LC Sthalekar,4.0,5.0,7,18,1,LJ Poulton,8.0,29.0,2,17,0,KL Rolton,1,6,-,-,-,JM Fields,15,28,-,-,-,AJ Blackwell,7,38,-,-,-,EA Perry,1,16,3,21,0,LK Ebsary,23,22,-,-,-,RM Farrell,39,100,2,6,0,EA Osborne,1,15,3,15,0,SJ Andrews,16,36,4,13,0,SJ Taylor,68,74,-,-,-,CMG Atkins,48,81,-,-,-,SC Taylor,8,7,-,-,-,KH Brunt,-,-,10,18,2,IT Guha,-,-,7,22,1,NJ Shaw,-,-,10,18,1,HL Colvin,-,-,10,26,3,LA Marsh,-,-,10,21,2,BL Morgan,-,-,2.4,10,1,-,-,-,-,-,-,-,-,-,-,-,-
779,385749,Pakistan,Sri Lanka,male,Sri Lanka in Pakistan ODI Series,bat,,8.0,TM Dilshan,42.0,33.0,2,7,0,ST Jayasuriya,38.0,32.0,3,16,0,KC Sangakkara,49.0,70.0,-,-,-,DPMD Jayawardene,1,3,-,-,-,CK Kapugedera,27,43,-,-,-,J Mubarak,8,16,-,-,-,MF Maharoof,11,29,7.5,44,1,T Thushara,0,1,8,30,0,KMDN Kulasekara,24,33,8,35,0,M Muralitharan,7,6,10,41,1,BAW Mendis,1,3,7,41,0,Khurram Manzoor,83,126,-,-,-,Salman Butt,100,116,-,-,-,Younis Khan,20,21,-,-,-,Shoaib Malik,11,10,6,19,2,Shoaib Akhtar,-,-,7,43,0,Sohail Tanvir,-,-,5,32,0,Iftikhar Anjum,-,-,8.3,41,4,Umar Gul,-,-,9,29,3,Shahid Afridi,-,-,10,44,1,-,-,-,-,-,-,-,-,-,-,-,-
780,385750,Pakistan,Sri Lanka,male,Sri Lanka in Pakistan ODI Series,field,129.0,,TM Dilshan,76.0,85.0,-,-,-,ST Jayasuriya,19.0,15.0,4,18,1,KC Sangakkara,16.0,22.0,-,-,-,SHT Kandamby,59,78,-,-,-,DPMD Jayawardene,24,34,-,-,-,CK Kapugedera,44,39,-,-,-,MF Maharoof,17,13,5,30,0,T Thushara,8,6,5,24,1,M Muralitharan,11,7,7,18,3,KMDN Kulasekara,-,-,7,30,2,BAW Mendis,-,-,6.5,29,3,Khurram Manzoor,1,2,-,-,-,Salman Butt,62,86,-,-,-,Younis Khan,4,6,-,-,-,Misbah-ul-Haq,1,2,-,-,-,Shoaib Malik,54,52,8,50,0,Shahid Afridi,14,18,10,40,0,Kamran Akmal,6,10,-,-,-,Sohail Tanvir,1,2,7,46,1,Umar Gul,0,6,9,56,5,Iftikhar Anjum,5,12,10,41,1,Shoaib Akhtar,1,10,6,41,1
781,385751,Pakistan,Sri Lanka,male,Sri Lanka in Pakistan ODI Series,bat,234.0,,TM Dilshan,137.0,138.0,-,-,-,ST Jayasuriya,45.0,46.0,-,-,-,KC Sangakkara,50.0,58.0,-,-,-,SHT Kandamby,32,34,-,-,-,DPMD Jayawardene,18,12,-,-,-,CK Kapugedera,0,2,-,-,-,MF Maharoof,8,5,4,12,1,KMDN Kulasekara,-,-,7,14,3,T Thushara,-,-,7,31,3,BAW Mendis,-,-,3,9,1,M Muralitharan,-,-,1.5,2,2,Khurram Manzoor,3,19,-,-,-,Younis Khan,4,6,-,-,-,Salman Butt,0,1,-,-,-,Kamran Akmal,9,12,-,-,-,Misbah-ul-Haq,0,7,-,-,-,Shoaib Malik,19,32,7,38,1,Shahid Afridi,0,3,10,58,0,Umar Gul,27,35,9,45,3,Sohail Khan,4,9,10,52,1,Iftikhar Anjum,0,5,5,47,0,Saeed Ajmal,2,7,9,50,0
782,386530,Sri Lanka,India,male,India in Sri Lanka ODI Series,field,,6.0,TM Dilshan,0.0,3.0,5.1,28,0,KC Sangakkara,44.0,86.0,-,-,-,ST Jayasuriya,107.0,113.0,-,-,-,SHT Kandamby,17,32,-,-,-,MF Maharoof,35,27,8,35,1,DPMD Jayawardene,11,19,-,-,-,CK Kapugedera,15,11,-,-,-,T Thushara,12,9,8,40,1,KMDN Kulasekara,-,-,7,31,0,BAW Mendis,-,-,10,45,1,M Muralitharan,-,-,10,51,1,G Gambhir,62,66,-,-,-,SR Tendulkar,5,16,-,-,-,SK Raina,54,71,4,16,0,Yuvraj Singh,23,39,-,-,-,MS Dhoni,61,63,-,-,-,RG Sharma,25,29,4,22,0,Z Khan,-,-,10,39,2,MM Patel,-,-,5,30,0,I Sharma,-,-,10,50,4,PP Ojha,-,-,10,52,1,YK Pathan,-,-,7,32,0
783,386531,Sri Lanka,India,male,India in Sri Lanka ODI Series,bat,15.0,,V Sehwag,42.0,26.0,5,19,0,SR Tendulkar,6.0,9.0,-,-,-,G Gambhir,27.0,28.0,-,-,-,Yuvraj Singh,66,88,-,-,-,SK Raina,29,43,4,19,0,MS Dhoni,23,35,-,-,-,YK Pathan,21,28,5,21,0,Z Khan,17,23,10,53,2,P Kumar,15,19,8.3,19,2,PP Ojha,-,-,7,39,1,I Sharma,-,-,10,53,5,TM Dilshan,8,8,3,19,1,ST Jayasuriya,17,24,-,-,-,KC Sangakkara,4,8,-,-,-,DPMD Jayawardene,52,75,-,-,-,SHT Kandamby,93,126,-,-,-,CK Kapugedera,31,28,-,-,-,MF Maharoof,7,5,10,37,2,T Thushara,7,8,8,58,1,M Muralitharan,3,5,10,32,0,KMDN Kulasekara,1,4,9,58,2,BAW Mendis,0,0,10,42,3
784,386532,Sri Lanka,India,male,India in Sri Lanka ODI Series,bat,147.0,,V Sehwag,116.0,90.0,7,29,1,SR Tendulkar,7.0,11.0,1,11,0,G Gambhir,10.0,7.0,-,-,-,Yuvraj Singh,117,95,3.4,14,2,MS Dhoni,35,45,-,-,-,SK Raina,9,14,-,-,-,YK Pathan,59,38,-,-,-,Z Khan,-,-,8,42,1,P Kumar,-,-,7,39,2,I Sharma,-,-,5,35,0,PP Ojha,-,-,10,38,4,TM Dilshan,31,26,-,-,-,ST Jayasuriya,0,1,6,40,0,KC Sangakkara,83,80,-,-,-,DPMD Jayawardene,30,33,-,-,-,SHT Kandamby,10,13,-,-,-,CK Kapugedera,2,6,-,-,-,MF Maharoof,22,39,7,65,0,KMDN Kulasekara,3,10,10,67,0,M Muralitharan,0,1,10,58,1,CRD Fernando,19,17,8,60,3,BAW Mendis,8,21,9,63,1
785,386533,Sri Lanka,India,male,India in Sri Lanka ODI Series,bat,67.0,,V Sehwag,5.0,8.0,9,42,2,G Gambhir,150.0,143.0,-,-,-,MS Dhoni,94.0,95.0,-,-,-,Yuvraj Singh,5,6,5,37,1,YK Pathan,0,1,3,11,1,SK Raina,49,35,-,-,-,RG Sharma,4,6,-,-,-,P Kumar,-,-,9,38,2,IK Pathan,-,-,7,57,3,I Sharma,-,-,5,39,0,PP Ojha,-,-,10,33,1,TM Dilshan,38,43,-,-,-,ST Jayasuriya,27,16,8,45,1,KC Sangakkara,56,73,-,-,-,DPMD Jayawardene,28,40,-,-,-,SHT Kandamby,10,15,-,-,-,CK Kapugedera,16,26,-,-,-,AD Mathews,6,9,3,24,0,MF Maharoof,28,26,10,59,0,KMDN Kulasekara,39,22,10,57,3,M Muralitharan,0,1,10,62,1,CRD Fernando,9,14,9,60,0
786,386534,Sri Lanka,India,male,India in Sri Lanka ODI Series,bat,68.0,,TM Dilshan,97.0,116.0,2,15,0,ST Jayasuriya,37.0,34.0,6,28,1,KC Sangakkara,84.0,70.0,-,-,-,SHT Kandamby,26,26,-,-,-,DPMD Jayawardene,1,4,-,-,-,CK Kapugedera,0,1,-,-,-,T Thushara,11,12,6,33,1,MF Maharoof,32,23,6,45,2,KMDN Kulasekara,10,7,9,42,2,M Muralitharan,3,2,10,40,2,BAW Mendis,-,-,10,39,2,G Gambhir,13,13,-,-,-,V Sehwag,6,6,3,25,0,SK Raina,0,3,6,23,0,Yuvraj Singh,73,62,6,39,2,RG Sharma,15,22,2,13,0,MS Dhoni,53,58,-,-,-,YK Pathan,3,13,3,20,0,RA Jadeja,60,77,6,39,0,IK Pathan,8,21,9,55,1,L Balaji,7,10,5,31,0,I Sharma,4,6,10,56,5
787,387566,South Africa,England,male,England in South Africa ODI Series,field,,7.0,HM Amla,57.0,72.0,-,-,-,GC Smith,12.0,21.0,-,-,-,AB de Villiers,2.0,10.0,-,-,-,JP Duminy,41,47,4,17,0,AN Petersen,64,65,-,-,-,R McLaren,5,12,8,39,0,JA Morkel,6,12,5,24,1,MV Boucher,30,37,-,-,-,RE van der Merwe,5,9,9,51,0,DW Steyn,12,9,10,63,0,CK Langeveldt,6,4,10,45,2,IJL Trott,87,118,7,21,0,AJ Strauss,16,26,-,-,-,KP Pietersen,4,7,-,-,-,PD Collingwood,105,108,6,24,2,EJG Morgan,27,16,-,-,-,JM Anderson,-,-,10,58,3,TT Bresnan,-,-,10,44,2,SI Mahmood,-,-,7,38,1,LJ Wright,-,-,7,28,1,AU Rashid,-,-,3,27,0,-,-,-,-,-,-
788,387567,South Africa,England,male,England in South Africa ODI Series,bat,112.0,,HM Amla,86.0,91.0,-,-,-,GC Smith,54.0,55.0,-,-,-,AB de Villiers,121.0,83.0,-,-,-,JP Duminy,6,15,6,24,2,AN Petersen,51,39,-,-,-,MV Boucher,22,11,-,-,-,R McLaren,0,1,5,34,0,DW Steyn,-,-,6,42,0,WD Parnell,-,-,9.3,47,5,M Morkel,-,-,9,37,3,RE van der Merwe,-,-,6,44,0,AJ Strauss,24,24,-,-,-,LJ Wright,24,19,8,66,2,IJL Trott,9,14,1,8,0,PD Collingwood,86,81,5,33,0,KP Pietersen,45,55,-,-,-,EJG Morgan,0,4,-,-,-,MJ Prior,16,21,-,-,-,TT Bresnan,7,6,10,60,0,SCJ Broad,10,10,10,70,4,GP Swann,6,6,9,49,0,JM Anderson,1,5,7,54,0
789,387568,South Africa,England,male,England in South Africa ODI Series,bat,,7.0,HM Amla,11.0,22.0,-,-,-,GC Smith,2.0,4.0,-,-,-,AB de Villiers,22.0,36.0,-,-,-,JP Duminy,6,10,-,-,-,AN Petersen,51,79,-,-,-,MV Boucher,13,23,-,-,-,R McLaren,0,5,6,25,1,J Botha,1,8,8,22,2,WD Parnell,1,14,6,28,0,M Morkel,7,15,6.2,19,0,CK Langeveldt,0,5,5,23,0,IJL Trott,52,76,-,-,-,AJ Strauss,32,59,-,-,-,KP Pietersen,3,6,-,-,-,PD Collingwood,2,6,4,20,2,EJG Morgan,28,40,-,-,-,JM Anderson,-,-,10,20,5,SCJ Broad,-,-,10,28,2,LJ Wright,-,-,5,31,0,TT Bresnan,-,-,8,15,1,-,-,-,-,-,-,-,-,-,-,-,-
812,392616,Australia,Pakistan,male,Australia v Pakistan ODI Series,bat,,4.0,SE Marsh,16.0,26.0,-,-,-,BJ Haddin,40.0,52.0,-,-,-,SR Watson,40.0,47.0,-,-,-,MJ Clarke,4,4,-,-,-,A Symonds,2,5,3,18,1,CJ Ferguson,2,13,-,-,-,NM Hauritz,1,3,6,27,0,JR Hopes,48,46,8,22,2,NW Bracken,1,9,9.1,25,0,SR Clark,2,10,8,32,1,BW Hilfenhaus,4,17,10,35,2,Salman Butt,5,10,-,-,-,Younis Khan,11,31,-,-,-,Kamran Akmal,48,60,-,-,-,Shoaib Malik,24,53,1,9,0,Misbah-ul-Haq,30,67,-,-,-,Shahid Afridi,24,15,10,34,6,Nasir Jamshed,9,14,-,-,-,Umar Gul,8,13,9.5,47,2,Shoaib Akhtar,-,-,6,33,0,Iftikhar Anjum,-,-,2,18,0,Saeed Ajmal,-,-,10,19,2
813,392617,Australia,Pakistan,male,Australia v Pakistan ODI Series,bat,,6.0,Salman Butt,57.0,110.0,-,-,-,Ahmed Shehzad,4.0,7.0,-,-,-,Younis Khan,28.0,34.0,-,-,-,Shoaib Malik,7,12,2.1,13,0,Misbah-ul-Haq,12,22,-,-,-,Shahid Afridi,41,39,10,37,2,Kamran Akmal,19,22,-,-,-,Umar Gul,10,13,10,50,1,Shoaib Akhtar,25,14,7,29,0,Saeed Ajmal,0,2,7,32,1,Iftikhar Anjum,1,1,9,32,0,BJ Haddin,8,12,-,-,-,JR Hopes,48,62,7,45,2,SR Watson,30,51,-,-,-,A Symonds,58,60,2,12,2,MJ Clarke,39,72,-,-,-,CJ Ferguson,10,11,-,-,-,NW Bracken,-,-,8.2,24,2,DE Bollinger,-,-,10,25,0,NM Hauritz,-,-,10,41,3,B Laughlin,-,-,9,57,1,-,-,-,-,-,-
814,392618,Australia,Pakistan,male,Australia v Pakistan ODI Series,bat,27.0,,JR Hopes,15.0,22.0,2,11,0,BJ Haddin,26.0,55.0,-,-,-,SR Watson,0.0,2.0,-,-,-,MJ Clarke,66,90,6,15,3,A Symonds,7,18,10,41,1,CJ Ferguson,41,67,-,-,-,DJ Hussey,10,20,-,-,-,NM Hauritz,19,18,10,24,2,NW Bracken,2,4,10,32,1,BW Hilfenhaus,-,-,6,18,2,SR Clark,-,-,3.1,14,1,Salman Butt,48,75,-,-,-,Ahmed Shehzad,40,61,-,-,-,Younis Khan,0,1,-,-,-,Misbah-ul-Haq,9,13,-,-,-,Shahid Afridi,6,8,10,31,2,Shoaib Malik,30,55,10,21,1,Kamran Akmal,8,22,-,-,-,Yasir Arafat,3,17,7,28,0,Sohail Tanvir,11,23,6,27,1,Saeed Ajmal,0,3,9,42,0,Umar Gul,0,1,8,37,3
815,392619,Australia,Pakistan,male,Australia v Pakistan ODI Series,bat,,8.0,Salman Butt,2.0,3.0,-,-,-,Younis Khan,7.0,6.0,-,-,-,Ahmed Shehzad,43.0,78.0,-,-,-,Misbah-ul-Haq,34,75,-,-,-,Shoaib Malik,27,33,5.2,29,0,Shahid Afridi,40,39,7,30,0,Kamran Akmal,1,5,-,-,-,Yasir Arafat,23,31,8,26,0,Sohail Tanvir,9,13,7,41,0,Shoaib Akhtar,2,2,7,41,2,Saeed Ajmal,0,1,10,19,0,SR Watson,85,137,-,-,-,BJ Haddin,0,1,-,-,-,MJ North,1,4,3,16,0,MJ Clarke,100,120,4,21,1,DE Bollinger,-,-,7.4,34,5,NW Bracken,-,-,10,31,2,SR Clark,-,-,10,38,1,JR Hopes,-,-,3,5,0,NM Hauritz,-,-,10,34,1,A Symonds,-,-,1,9,0,-,-,-,-,-,-
816,392620,Australia,Pakistan,male,Australia v Pakistan ODI Series,bat,,7.0,SR Watson,116.0,142.0,-,-,-,BJ Haddin,36.0,31.0,-,-,-,MJ North,5.0,15.0,-,-,-,MJ Clarke,26,43,4,27,0,A Symonds,15,24,2,13,0,CJ Ferguson,41,42,-,-,-,DE Bollinger,-,-,8,34,1,BW Hilfenhaus,-,-,8,42,0,B Laughlin,-,-,7,47,0,NM Hauritz,-,-,10,44,2,JR Hopes,-,-,8,31,0,Ahmed Shehzad,19,49,-,-,-,Younis Khan,27,36,-,-,-,Kamran Akmal,116,113,-,-,-,Misbah-ul-Haq,76,81,-,-,-,Salman Butt,0,0,-,-,-,Shoaib Akhtar,-,-,7,41,1,Umar Gul,-,-,8,44,1,Yasir Arafat,-,-,5,36,0,Saeed Ajmal,-,-,10,38,1,Shahid Afridi,-,-,10,36,0,Shoaib Malik,-,-,10,44,1
817,401073,West Indies,Bangladesh,male,Bangladesh in West Indies ODI Series,field,52.0,,Tamim Iqbal,0.0,1.0,-,-,-,Mohammad Ashraful,57.0,92.0,-,-,-,Junaid Siddique,36.0,46.0,-,-,-,Raqibul Hasan,12,23,-,-,-,Shakib Al Hasan,54,59,8,26,1,Mushfiqur Rahim,11,18,-,-,-,Mahmudullah,42,36,7,37,1,Naeem Islam,7,6,7,28,1,Abdur Razzak,0,2,9.4,38,5,Syed Rasel,7,7,8,30,1,Rubel Hossain,1,1,4,28,1,DM Richards,1,6,-,-,-,ADS Fletcher,5,9,-,-,-,DS Smith,65,84,-,-,-,FL Reifer,3,8,-,-,-,TM Dowlin,10,14,-,-,-,DE Bernard,38,61,10,30,1,DJG Sammy,28,38,9,46,0,RN Lewis,21,25,8,35,1,NO Miller,16,11,9,50,2,KAJ Roach,0,3,10,41,5,NT Pascal,0,1,4,25,0
